,X,Y,AP1 RTT(mm),AP2 RTT(mm),AP3 RTT(mm),AP4 RTT(mm),AP5 RTT(mm),AP6 RTT(mm),AP7 RTT(mm),AP8 RTT(mm),AP9 RTT(mm),AP10 RTT(mm),AP11 RTT(mm),AP12 RTT(mm),AP13 RTT(mm),AP1 RSS(dBm),AP2 RSS(dBm),AP3 RSS(dBm),AP4 RSS(dBm),AP5 RSS(dBm),AP6 RSS(dBm),AP7 RSS(dBm),AP8 RSS(dBm),AP9 RSS(dBm),AP10 RSS(dBm),AP11 RSS(dBm),AP12 RSS(dBm),AP13 RSS(dBm),LOS APs
12346,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29751.0,18807.0,20930.0,6032.0,5698.0,15445.0,18288.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-79.0,-89.0,-68.0,-74.0,-89.0,-84.0,None
12347,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29079.0,18766.0,21804.0,6154.0,5634.0,15272.0,18342.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-79.0,-90.0,-68.0,-75.0,-89.0,-85.0,None
12348,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29688.0,18926.0,21508.0,5416.0,5571.0,15420.0,18204.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-78.0,-90.0,-69.0,-75.0,-89.0,-84.0,None
12349,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28816.0,18773.0,19955.0,6480.0,6047.0,15455.0,18284.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-101.0,-79.0,-91.0,-67.0,-74.0,-89.0,-85.0,None
12350,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29159.0,19048.0,17871.0,5885.0,6164.0,14983.0,18293.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-76.0,-89.0,-66.0,-74.0,-89.0,-85.0,None
12351,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29273.0,19004.0,18703.0,5673.0,6187.0,15354.0,18237.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-76.0,-90.0,-65.0,-74.0,-88.0,-85.0,None
12352,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29613.0,18929.0,19198.0,5648.0,6129.0,15415.0,18319.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-77.0,-90.0,-65.0,-75.0,-89.0,-84.0,None
12353,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29337.0,18888.0,19814.0,5529.0,6162.0,15415.0,18349.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-76.0,-91.0,-64.0,-74.0,-89.0,-84.0,None
12354,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29599.0,18891.0,18851.0,6539.0,6042.0,15272.0,18312.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-76.0,-91.0,-66.0,-74.0,-88.0,-84.0,None
12355,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29098.0,18810.0,19134.0,6182.0,6124.0,15244.0,18377.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-80.0,-91.0,-65.0,-74.0,-89.0,-84.0,None
12356,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29683.0,18926.0,18988.0,5916.0,6253.0,15295.0,18438.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-79.0,-89.0,-65.0,-75.0,-89.0,-84.0,None
12357,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29158.0,18966.0,18940.0,5370.0,6157.0,15190.0,18436.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-80.0,-89.0,-63.0,-76.0,-89.0,-84.0,None
12358,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29531.0,18848.0,18987.0,5801.0,6138.0,15396.0,18291.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-80.0,-90.0,-66.0,-75.0,-90.0,-84.0,None
12359,21.0,14.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28868.0,18691.0,20845.0,5710.0,6225.0,15389.0,18377.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-79.0,-91.0,-67.0,-74.0,-88.0,-84.0,None
12360,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31160.0,28613.0,100000.0,15155.0,5845.0,5198.0,100000.0,20601.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-88.0,-200.0,-82.0,-68.0,-73.0,-200.0,-89.0,None
12361,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31324.0,28463.0,18640.0,15335.0,6044.0,5135.0,100000.0,19784.0,-200.0,-200.0,-200.0,-200.0,-200.0,-96.0,-88.0,-71.0,-84.0,-70.0,-75.0,-200.0,-92.0,None
12362,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31141.0,28704.0,18727.0,15544.0,5991.0,5287.0,100000.0,19845.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-88.0,-73.0,-85.0,-70.0,-76.0,-200.0,-91.0,None
12363,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31395.0,28687.0,18675.0,15424.0,5688.0,5112.0,100000.0,20876.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-88.0,-73.0,-87.0,-69.0,-76.0,-200.0,-92.0,None
12364,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31029.0,28610.0,18591.0,15335.0,5838.0,5130.0,100000.0,21232.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-87.0,-72.0,-87.0,-70.0,-75.0,-200.0,-92.0,None
12365,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30916.0,28329.0,18567.0,15075.0,5729.0,5102.0,100000.0,20526.0,-200.0,-200.0,-200.0,-200.0,-200.0,-101.0,-90.0,-72.0,-86.0,-70.0,-75.0,-200.0,-92.0,None
12366,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28563.0,18567.0,15251.0,5845.0,5287.0,100000.0,20648.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-73.0,-86.0,-70.0,-76.0,-200.0,-93.0,None
12367,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28530.0,18544.0,15166.0,5747.0,5930.0,100000.0,20132.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-72.0,-85.0,-73.0,-80.0,-200.0,-91.0,None
12368,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,24349.0,28704.0,18504.0,15445.0,6042.0,5873.0,100000.0,18460.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-89.0,-71.0,-85.0,-70.0,-76.0,-200.0,-91.0,None
12369,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31366.0,27979.0,18537.0,15077.0,5318.0,4933.0,100000.0,21049.0,-200.0,-200.0,-200.0,-200.0,-200.0,-101.0,-88.0,-72.0,-84.0,-73.0,-75.0,-200.0,-95.0,None
12370,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28348.0,18682.0,15802.0,5747.0,5196.0,100000.0,19408.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-72.0,-84.0,-72.0,-70.0,-200.0,-88.0,None
12371,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31048.0,28791.0,18544.0,15476.0,5920.0,5020.0,100000.0,19898.0,-200.0,-200.0,-200.0,-200.0,-200.0,-101.0,-89.0,-71.0,-85.0,-72.0,-72.0,-200.0,-89.0,None
12372,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32904.0,28704.0,18612.0,15572.0,5887.0,5077.0,100000.0,18954.0,-200.0,-200.0,-200.0,-200.0,-200.0,-102.0,-87.0,-72.0,-86.0,-70.0,-71.0,-200.0,-90.0,None
12373,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31282.0,28563.0,18705.0,15073.0,6190.0,5077.0,100000.0,20379.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-89.0,-72.0,-87.0,-70.0,-74.0,-200.0,-90.0,None
12374,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31507.0,28673.0,18776.0,15251.0,6373.0,5020.0,100000.0,18279.0,-200.0,-200.0,-200.0,-200.0,-200.0,-102.0,-87.0,-71.0,-86.0,-69.0,-71.0,-200.0,-89.0,None
12375,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28901.0,18623.0,15150.0,6040.0,5105.0,100000.0,19385.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-85.0,-71.0,-84.0,-70.0,-70.0,-200.0,-85.0,None
12376,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28704.0,18623.0,15073.0,6070.0,5252.0,100000.0,18408.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-84.0,-69.0,-70.0,-200.0,-85.0,None
12377,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28568.0,18518.0,14393.0,6403.0,5135.0,100000.0,18061.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-72.0,-85.0,-71.0,-70.0,-200.0,-88.0,None
12378,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30691.0,28643.0,18657.0,15302.0,6035.0,5308.0,100000.0,18028.0,-200.0,-200.0,-200.0,-200.0,-200.0,-100.0,-88.0,-72.0,-84.0,-68.0,-70.0,-200.0,-88.0,None
12379,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28635.0,18565.0,15157.0,6042.0,5365.0,100000.0,18384.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-92.0,-72.0,-83.0,-70.0,-68.0,-200.0,-87.0,None
12380,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32426.0,28760.0,18612.0,15210.0,5805.0,5187.0,100000.0,18560.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-87.0,-71.0,-85.0,-71.0,-67.0,-200.0,-87.0,None
12381,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30785.0,28732.0,18565.0,15285.0,6136.0,5365.0,100000.0,18644.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-87.0,-72.0,-84.0,-71.0,-67.0,-200.0,-89.0,None
12382,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30898.0,28663.0,18586.0,15329.0,6019.0,5339.0,100000.0,18558.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-89.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12383,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31141.0,28666.0,18661.0,15132.0,6040.0,5313.0,100000.0,18553.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-91.0,-72.0,-84.0,-72.0,-69.0,-200.0,-88.0,None
12384,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28470.0,18588.0,15254.0,6040.0,5311.0,100000.0,18696.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-93.0,-72.0,-84.0,-72.0,-68.0,-200.0,-87.0,None
12385,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28552.0,18525.0,15482.0,5890.0,5367.0,100000.0,18591.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-92.0,-72.0,-84.0,-72.0,-68.0,-200.0,-88.0,None
12386,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31366.0,28366.0,18766.0,15473.0,5986.0,5308.0,100000.0,18581.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-92.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12387,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32913.0,28691.0,18626.0,15173.0,6192.0,5334.0,100000.0,18668.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-89.0,-72.0,-84.0,-70.0,-68.0,-200.0,-88.0,None
12388,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30916.0,28663.0,18534.0,14982.0,5979.0,5287.0,100000.0,18553.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-87.0,-72.0,-84.0,-69.0,-68.0,-200.0,-89.0,None
12389,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32913.0,28659.0,18715.0,15160.0,6202.0,5287.0,100000.0,18614.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-91.0,-72.0,-84.0,-70.0,-68.0,-200.0,-88.0,None
12390,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32191.0,28095.0,18609.0,15307.0,5981.0,5248.0,100000.0,18637.0,-200.0,-200.0,-200.0,-200.0,-200.0,-100.0,-94.0,-72.0,-84.0,-71.0,-68.0,-200.0,-89.0,None
12391,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31741.0,27963.0,18694.0,15185.0,5890.0,5306.0,100000.0,18584.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-94.0,-72.0,-83.0,-71.0,-68.0,-200.0,-89.0,None
12392,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28548.0,18668.0,15335.0,5848.0,5252.0,100000.0,18527.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-85.0,-70.0,-68.0,-200.0,-90.0,None
12393,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31160.0,28529.0,18785.0,15257.0,5927.0,5255.0,100000.0,18586.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-89.0,-72.0,-84.0,-71.0,-68.0,-200.0,-89.0,None
12394,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28604.0,18534.0,14823.0,6136.0,5313.0,100000.0,18584.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-93.0,-72.0,-84.0,-71.0,-68.0,-200.0,-89.0,None
12395,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31366.0,28200.0,18668.0,15210.0,6049.0,5290.0,100000.0,18438.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-92.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12396,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28584.0,18591.0,15054.0,6047.0,5348.0,100000.0,18551.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-90.0,-72.0,-83.0,-72.0,-68.0,-200.0,-88.0,None
12397,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28657.0,18600.0,15251.0,6131.0,5306.0,100000.0,18614.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-72.0,-84.0,-72.0,-69.0,-200.0,-88.0,None
12398,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31141.0,28738.0,18694.0,15213.0,6007.0,5311.0,100000.0,18347.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-92.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12399,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31038.0,28732.0,18558.0,15204.0,6230.0,5287.0,100000.0,18525.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-91.0,-72.0,-84.0,-71.0,-68.0,-200.0,-89.0,None
12400,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31399.0,28048.0,18616.0,15101.0,6223.0,5255.0,100000.0,18495.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-94.0,-72.0,-84.0,-72.0,-69.0,-200.0,-88.0,None
12401,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,27907.0,18623.0,15363.0,6127.0,5255.0,100000.0,18408.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-72.0,-84.0,-73.0,-69.0,-200.0,-88.0,None
12402,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28125.0,18537.0,15300.0,6164.0,5217.0,100000.0,18412.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-72.0,-84.0,-73.0,-69.0,-200.0,-88.0,None
12403,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32566.0,28523.0,18670.0,15398.0,6016.0,5250.0,100000.0,18408.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-92.0,-72.0,-84.0,-71.0,-69.0,-200.0,-87.0,None
12404,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32445.0,28659.0,18527.0,15511.0,6136.0,5316.0,100000.0,18448.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-91.0,-72.0,-83.0,-71.0,-68.0,-200.0,-87.0,None
12405,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28563.0,18532.0,15491.0,6286.0,5276.0,100000.0,18588.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-93.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12406,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31488.0,28298.0,18663.0,15272.0,6197.0,5280.0,100000.0,18492.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-94.0,-72.0,-84.0,-71.0,-68.0,-200.0,-88.0,None
12407,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28036.0,18612.0,15361.0,6030.0,5158.0,100000.0,18499.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-94.0,-72.0,-84.0,-71.0,-68.0,-200.0,-89.0,None
12408,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32304.0,27851.0,18586.0,15157.0,6040.0,5210.0,100000.0,18555.0,-200.0,-200.0,-200.0,-200.0,-200.0,-99.0,-94.0,-72.0,-85.0,-72.0,-68.0,-200.0,-88.0,None
12409,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,32220.0,28378.0,18644.0,15073.0,5920.0,5283.0,100000.0,18553.0,-200.0,-200.0,-200.0,-200.0,-200.0,-98.0,-92.0,-72.0,-85.0,-73.0,-69.0,-200.0,-88.0,None
12410,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28608.0,18696.0,15220.0,5752.0,5283.0,100000.0,18560.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-91.0,-71.0,-84.0,-73.0,-69.0,-200.0,-87.0,None
12411,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28641.0,18558.0,15270.0,5878.0,5262.0,100000.0,18612.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-71.0,-85.0,-72.0,-69.0,-200.0,-87.0,None
12412,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28788.0,18565.0,14923.0,5512.0,5255.0,100000.0,18673.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-86.0,-72.0,-70.0,-200.0,-88.0,None
12413,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28788.0,18670.0,14866.0,5433.0,5290.0,100000.0,18670.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-85.0,-72.0,-69.0,-200.0,-88.0,None
12414,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28746.0,18616.0,14782.0,5784.0,5250.0,100000.0,18555.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-85.0,-72.0,-69.0,-200.0,-88.0,None
12415,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28258.0,18727.0,15040.0,5897.0,5280.0,100000.0,18584.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-92.0,-72.0,-84.0,-72.0,-68.0,-200.0,-88.0,None
12416,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,27879.0,18616.0,15274.0,6073.0,5196.0,100000.0,18464.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-72.0,-84.0,-70.0,-68.0,-200.0,-89.0,None
12417,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31976.0,27982.0,18609.0,15307.0,6258.0,5201.0,100000.0,18525.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-94.0,-72.0,-84.0,-70.0,-68.0,-200.0,-89.0,None
12418,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,27905.0,18591.0,15452.0,6239.0,5224.0,100000.0,18558.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-95.0,-73.0,-84.0,-69.0,-68.0,-200.0,-89.0,None
12419,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31507.0,28057.0,18666.0,15239.0,6255.0,5189.0,100000.0,18499.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-94.0,-72.0,-85.0,-70.0,-68.0,-200.0,-89.0,None
12420,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28704.0,18696.0,14866.0,5803.0,5168.0,100000.0,18555.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-72.0,-85.0,-72.0,-68.0,-200.0,-88.0,None
12421,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28842.0,18696.0,14812.0,5709.0,5318.0,100000.0,18609.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-85.0,-72.0,-69.0,-200.0,-89.0,None
12422,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28856.0,18668.0,14571.0,5571.0,5222.0,100000.0,18495.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-85.0,-72.0,-68.0,-200.0,-89.0,None
12423,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28704.0,18649.0,14805.0,100000.0,5306.0,100000.0,18553.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-85.0,-200.0,-68.0,-200.0,-89.0,None
12424,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28788.0,18841.0,14604.0,5655.0,5278.0,100000.0,18701.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-71.0,-69.0,-200.0,-87.0,None
12425,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28873.0,18726.0,14691.0,5592.0,5280.0,100000.0,18607.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-71.0,-69.0,-200.0,-88.0,None
12426,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28927.0,18724.0,14780.0,5430.0,5313.0,100000.0,18502.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-86.0,-73.0,-68.0,-200.0,-87.0,None
12427,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28884.0,18595.0,14667.0,5552.0,5161.0,100000.0,18703.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-72.0,-68.0,-200.0,-89.0,None
12428,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29032.0,18694.0,14838.0,5730.0,5217.0,100000.0,18645.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-72.0,-69.0,-200.0,-88.0,None
12429,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,29070.0,18755.0,14869.0,5709.0,5283.0,100000.0,18609.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-72.0,-69.0,-200.0,-88.0,None
12430,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28814.0,18654.0,14899.0,100000.0,5194.0,100000.0,18583.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-86.0,-72.0,-85.0,-200.0,-68.0,-200.0,-89.0,None
12431,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28816.0,18668.0,14482.0,5808.0,5166.0,100000.0,18616.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-71.0,-84.0,-72.0,-68.0,-200.0,-87.0,None
12432,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28887.0,18694.0,14866.0,5608.0,5226.0,100000.0,18471.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-88.0,-72.0,-85.0,-71.0,-69.0,-200.0,-87.0,None
12433,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28948.0,18630.0,14773.0,5456.0,5334.0,100000.0,18555.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-85.0,-72.0,-69.0,-200.0,-87.0,None
12434,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28751.0,18673.0,14808.0,5557.0,5285.0,100000.0,18642.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-86.0,-72.0,-68.0,-200.0,-88.0,None
12435,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28929.0,18612.0,14866.0,5658.0,5306.0,100000.0,18614.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-85.0,-72.0,-69.0,-200.0,-87.0,None
12436,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28891.0,18698.0,14721.0,5494.0,5257.0,100000.0,18584.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-87.0,-72.0,-86.0,-72.0,-69.0,-200.0,-87.0,None
12437,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28814.0,18609.0,14864.0,5491.0,5231.0,100000.0,18520.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-71.0,-85.0,-72.0,-68.0,-200.0,-88.0,None
12438,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,31863.0,28419.0,18619.0,15075.0,5822.0,5163.0,100000.0,18466.0,-200.0,-200.0,-200.0,-200.0,-200.0,-97.0,-90.0,-72.0,-86.0,-72.0,-68.0,-200.0,-88.0,None
12439,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,28666.0,18534.0,15326.0,6129.0,5166.0,100000.0,18581.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-89.0,-72.0,-86.0,-71.0,-70.0,-200.0,-86.0,None
12440,22.0,11.0,100000.0,100000.0,100000.0,100000.0,100000.0,30204.0,28304.0,18532.0,15506.0,5777.0,5395.0,100000.0,18586.0,-200.0,-200.0,-200.0,-200.0,-200.0,-101.0,-91.0,-72.0,-86.0,-71.0,-68.0,-200.0,-87.0,None
